timestamp	iteration	action	url_or_query	result_count	notes
2026-04-17T13:10:17Z	S1	1A	https://www.linkedin.com/search/results/people/?network=%5B%22F%22%5D&geoUrn=%5B%22101452733%22%5D&titleFreeText=Owner&origin=FACETED_SEARCH	10	real_hits=10 kept=0 dropped=0 dups=10
2026-04-17T13:10:17Z	S1	1A	https://www.linkedin.com/search/results/people/?network=%5B%22F%22%5D&geoUrn=%5B%22105490917%22%5D&titleFreeText=Owner&origin=FACETED_SEARCH	8	real_hits=8 kept=0 dropped=0 dups=8
2026-04-17T13:17:28Z	S1	1A-p2	https://www.linkedin.com/search/results/people/?network=%5B%22F%22%5D&geoUrn=%5B%22101452733%22%5D&start=10&origin=FACETED_SEARCH	10	real_hits=10 new_slugs=6 kept=0 dropped=6 (lawyer,fin-controller,sales,equipment-co-name,marsh-risk-consultant,petroleum-consultant)
2026-04-17T13:17:28Z	S1	1A-p3	https://www.linkedin.com/search/results/people/?network=%5B%22F%22%5D&geoUrn=%5B%22101452733%22%5D&start=20&origin=FACETED_SEARCH	10	real_hits=10 new_slugs=0 stop_consecutive=1
2026-04-17T13:17:28Z	S1	1A-p4	https://www.linkedin.com/search/results/people/?network=%5B%22F%22%5D&geoUrn=%5B%22101452733%22%5D&start=30&origin=FACETED_SEARCH	10	real_hits=10 new_slugs=0 stop_consecutive=2 AU_DONE
2026-04-17T13:17:28Z	S1	1A-p2	https://www.linkedin.com/search/results/people/?network=%5B%22F%22%5D&geoUrn=%5B%22105490917%22%5D&start=10&origin=FACETED_SEARCH	8	real_hits=8 new_slugs=5 kept=0 dropped=5 (wtw-broker,no-role,marsh-commercial,pa-govt,no-role)
2026-04-17T13:17:28Z	S1	1A-p3	https://www.linkedin.com/search/results/people/?network=%5B%22F%22%5D&geoUrn=%5B%22105490917%22%5D&start=20&origin=FACETED_SEARCH	8	real_hits=8 new_slugs=0 stop_consecutive=1
2026-04-17T13:17:28Z	S1	1A-p4	https://www.linkedin.com/search/results/people/?network=%5B%22F%22%5D&geoUrn=%5B%22105490917%22%5D&start=30&origin=FACETED_SEARCH	8	real_hits=8 new_slugs=0 stop_consecutive=2 NZ_DONE
2026-04-17T13:20:09.477398+00:00	S1	1B-ceo-insurance-renewal-AU-p0	https://www.linkedin.com/search/results/people/?keywords=CEO+insurance+renewal&geoUrn=%5B%22101452733%22%5D&start=0&origin=GLOBAL_SEARCH_HEADER	21	new_slugs=21 kept=12
2026-04-17T13:20:13.402662+00:00	S1	1B-ceo-insurance-renewal-AU-p1	https://www.linkedin.com/search/results/people/?keywords=CEO+insurance+renewal&geoUrn=%5B%22101452733%22%5D&start=10&origin=GLOBAL_SEARCH_HEADER	21	new_slugs=9 kept=0
2026-04-17T13:20:17.635683+00:00	S1	1B-ceo-insurance-renewal-AU-p2	https://www.linkedin.com/search/results/people/?keywords=CEO+insurance+renewal&geoUrn=%5B%22101452733%22%5D&start=20&origin=GLOBAL_SEARCH_HEADER	21	new_slugs=9 kept=0
2026-04-17T13:20:21.563393+00:00	S1	1B-ceo-insurance-renewal-AU-p3	https://www.linkedin.com/search/results/people/?keywords=CEO+insurance+renewal&geoUrn=%5B%22101452733%22%5D&start=30&origin=GLOBAL_SEARCH_HEADER	21	new_slugs=9 kept=0
2026-04-17T13:20:25.788489+00:00	S1	1B-ceo-insurance-renewal-AU-p4	https://www.linkedin.com/search/results/people/?keywords=CEO+insurance+renewal&geoUrn=%5B%22101452733%22%5D&start=40&origin=GLOBAL_SEARCH_HEADER	21	new_slugs=9 kept=0
2026-04-17T13:20:29.613788+00:00	S1	1B-ceo-insurance-renewal-AU-p5	https://www.linkedin.com/search/results/people/?keywords=CEO+insurance+renewal&geoUrn=%5B%22101452733%22%5D&start=50&origin=GLOBAL_SEARCH_HEADER	21	new_slugs=9 kept=0
2026-04-17T13:20:34.262652+00:00	S1	1B-ceo-insurance-renewal-NZ-p0	https://www.linkedin.com/search/results/people/?keywords=CEO+insurance+renewal&geoUrn=%5B%22105490917%22%5D&start=0&origin=GLOBAL_SEARCH_HEADER	20	new_slugs=20 kept=7
2026-04-17T13:20:37.788239+00:00	S1	1B-ceo-insurance-renewal-NZ-p1	https://www.linkedin.com/search/results/people/?keywords=CEO+insurance+renewal&geoUrn=%5B%22105490917%22%5D&start=10&origin=GLOBAL_SEARCH_HEADER	20	new_slugs=13 kept=0
2026-04-17T13:20:41.414217+00:00	S1	1B-ceo-insurance-renewal-NZ-p2	https://www.linkedin.com/search/results/people/?keywords=CEO+insurance+renewal&geoUrn=%5B%22105490917%22%5D&start=20&origin=GLOBAL_SEARCH_HEADER	20	new_slugs=13 kept=0
2026-04-17T13:20:52.580284+00:00	S1	1B-ceo-insurance-renewal-NZ-p3	https://www.linkedin.com/search/results/people/?keywords=CEO+insurance+renewal&geoUrn=%5B%22105490917%22%5D&start=30&origin=GLOBAL_SEARCH_HEADER	20	new_slugs=13 kept=0
2026-04-17T13:20:59.965478+00:00	S1	1B-ceo-insurance-renewal-NZ-p4	https://www.linkedin.com/search/results/people/?keywords=CEO+insurance+renewal&geoUrn=%5B%22105490917%22%5D&start=40&origin=GLOBAL_SEARCH_HEADER	20	new_slugs=13 kept=0
2026-04-17T13:21:03.990918+00:00	S1	1B-ceo-insurance-renewal-NZ-p5	https://www.linkedin.com/search/results/people/?keywords=CEO+insurance+renewal&geoUrn=%5B%22105490917%22%5D&start=50&origin=GLOBAL_SEARCH_HEADER	20	new_slugs=13 kept=0
2026-04-17T13:21:09.270719+00:00	S1	1B-cfo-insurance-program-AU-p0	https://www.linkedin.com/search/results/people/?keywords=CFO+insurance+program&geoUrn=%5B%22101452733%22%5D&start=0&origin=GLOBAL_SEARCH_HEADER	25	new_slugs=24 kept=18
2026-04-17T13:21:14.140789+00:00	S1	1B-cfo-insurance-program-AU-p1	https://www.linkedin.com/search/results/people/?keywords=CFO+insurance+program&geoUrn=%5B%22101452733%22%5D&start=10&origin=GLOBAL_SEARCH_HEADER	25	new_slugs=6 kept=0
2026-04-17T13:21:19.772674+00:00	S1	1B-cfo-insurance-program-AU-p2	https://www.linkedin.com/search/results/people/?keywords=CFO+insurance+program&geoUrn=%5B%22101452733%22%5D&start=20&origin=GLOBAL_SEARCH_HEADER	25	new_slugs=6 kept=0
2026-04-17T13:21:23.398456+00:00	S1	1B-cfo-insurance-program-AU-p3	https://www.linkedin.com/search/results/people/?keywords=CFO+insurance+program&geoUrn=%5B%22101452733%22%5D&start=30&origin=GLOBAL_SEARCH_HEADER	25	new_slugs=6 kept=0
2026-04-17T13:21:26.938071+00:00	S1	1B-cfo-insurance-program-AU-p4	https://www.linkedin.com/search/results/people/?keywords=CFO+insurance+program&geoUrn=%5B%22101452733%22%5D&start=40&origin=GLOBAL_SEARCH_HEADER	25	new_slugs=6 kept=0
2026-04-17T13:21:35.151025+00:00	S1	1B-cfo-insurance-program-AU-p5	https://www.linkedin.com/search/results/people/?keywords=CFO+insurance+program&geoUrn=%5B%22101452733%22%5D&start=50&origin=GLOBAL_SEARCH_HEADER	25	new_slugs=6 kept=0
2026-04-17T13:22:44.547505+00:00	S1	1B-cfo-insurance-program-NZ-p0	https://www.linkedin.com/search/results/people/?keywords=CFO+insurance+program&geoUrn=%5B%22105490917%22%5D&start=0&origin=GLOBAL_SEARCH_HEADER	18	new_slugs=18 kept=8
2026-04-17T13:22:57.232186+00:00	S1	1B-cfo-insurance-program-NZ-p1	https://www.linkedin.com/search/results/people/?keywords=CFO+insurance+program&geoUrn=%5B%22105490917%22%5D&start=10&origin=GLOBAL_SEARCH_HEADER	18	new_slugs=10 kept=0
2026-04-17T13:23:01.559904+00:00	S1	1B-cfo-insurance-program-NZ-p2	https://www.linkedin.com/search/results/people/?keywords=CFO+insurance+program&geoUrn=%5B%22105490917%22%5D&start=20&origin=GLOBAL_SEARCH_HEADER	18	new_slugs=10 kept=0
2026-04-17T13:23:05.085322+00:00	S1	1B-cfo-insurance-program-NZ-p3	https://www.linkedin.com/search/results/people/?keywords=CFO+insurance+program&geoUrn=%5B%22105490917%22%5D&start=30&origin=GLOBAL_SEARCH_HEADER	18	new_slugs=10 kept=0
2026-04-17T13:23:08.860055+00:00	S1	1B-cfo-insurance-program-NZ-p4	https://www.linkedin.com/search/results/people/?keywords=CFO+insurance+program&geoUrn=%5B%22105490917%22%5D&start=40&origin=GLOBAL_SEARCH_HEADER	18	new_slugs=10 kept=0
2026-04-17T13:23:12.383645+00:00	S1	1B-cfo-insurance-program-NZ-p5	https://www.linkedin.com/search/results/people/?keywords=CFO+insurance+program&geoUrn=%5B%22105490917%22%5D&start=50&origin=GLOBAL_SEARCH_HEADER	18	new_slugs=10 kept=0
2026-04-17T13:23:20.820537+00:00	S1	1B-cfo-risk-management-AU-p0	https://www.linkedin.com/search/results/people/?keywords=CFO+risk+management&geoUrn=%5B%22101452733%22%5D&start=0&origin=GLOBAL_SEARCH_HEADER	23	new_slugs=21 kept=12
2026-04-17T13:23:31.841186+00:00	S1	1B-cfo-risk-management-AU-p1	https://www.linkedin.com/search/results/people/?keywords=CFO+risk+management&geoUrn=%5B%22101452733%22%5D&start=10&origin=GLOBAL_SEARCH_HEADER	23	new_slugs=9 kept=0
2026-04-17T13:23:35.685925+00:00	S1	1B-cfo-risk-management-AU-p2	https://www.linkedin.com/search/results/people/?keywords=CFO+risk+management&geoUrn=%5B%22101452733%22%5D&start=20&origin=GLOBAL_SEARCH_HEADER	23	new_slugs=9 kept=0
2026-04-17T13:23:40.511842+00:00	S1	1B-cfo-risk-management-AU-p3	https://www.linkedin.com/search/results/people/?keywords=CFO+risk+management&geoUrn=%5B%22101452733%22%5D&start=30&origin=GLOBAL_SEARCH_HEADER	23	new_slugs=9 kept=0
2026-04-17T13:23:44.134059+00:00	S1	1B-cfo-risk-management-AU-p4	https://www.linkedin.com/search/results/people/?keywords=CFO+risk+management&geoUrn=%5B%22101452733%22%5D&start=40&origin=GLOBAL_SEARCH_HEADER	23	new_slugs=9 kept=0
2026-04-17T13:23:47.969865+00:00	S1	1B-cfo-risk-management-AU-p5	https://www.linkedin.com/search/results/people/?keywords=CFO+risk+management&geoUrn=%5B%22101452733%22%5D&start=50&origin=GLOBAL_SEARCH_HEADER	23	new_slugs=9 kept=0
2026-04-17T13:23:52.004466+00:00	S1	1B-cfo-risk-management-NZ-p0	https://www.linkedin.com/search/results/people/?keywords=CFO+risk+management&geoUrn=%5B%22105490917%22%5D&start=0&origin=GLOBAL_SEARCH_HEADER	16	new_slugs=15 kept=10
2026-04-17T13:23:55.649957+00:00	S1	1B-cfo-risk-management-NZ-p1	https://www.linkedin.com/search/results/people/?keywords=CFO+risk+management&geoUrn=%5B%22105490917%22%5D&start=10&origin=GLOBAL_SEARCH_HEADER	16	new_slugs=5 kept=0
2026-04-17T13:23:59.296800+00:00	S1	1B-cfo-risk-management-NZ-p2	https://www.linkedin.com/search/results/people/?keywords=CFO+risk+management&geoUrn=%5B%22105490917%22%5D&start=20&origin=GLOBAL_SEARCH_HEADER	16	new_slugs=5 kept=0
2026-04-17T13:24:04.875078+00:00	S1	1B-cfo-risk-management-NZ-p3	https://www.linkedin.com/search/results/people/?keywords=CFO+risk+management&geoUrn=%5B%22105490917%22%5D&start=30&origin=GLOBAL_SEARCH_HEADER	16	new_slugs=5 kept=0
2026-04-17T13:24:12.160180+00:00	S1	1B-cfo-risk-management-NZ-p4	https://www.linkedin.com/search/results/people/?keywords=CFO+risk+management&geoUrn=%5B%22105490917%22%5D&start=40&origin=GLOBAL_SEARCH_HEADER	16	new_slugs=5 kept=0
2026-04-17T13:24:17.121066+00:00	S1	1B-cfo-risk-management-NZ-p5	https://www.linkedin.com/search/results/people/?keywords=CFO+risk+management&geoUrn=%5B%22105490917%22%5D&start=50&origin=GLOBAL_SEARCH_HEADER	16	new_slugs=5 kept=0
2026-04-17T13:24:21.352154+00:00	S1	1B-md-business-interruption-AU-p0	https://www.linkedin.com/search/results/people/?keywords=%22Managing+Director%22+%22business+interruption%22&geoUrn=%5B%22101452733%22%5D&start=0&origin=GLOBAL_SEARCH_HEADER	24	new_slugs=21 kept=9
2026-04-17T13:24:26.831266+00:00	S1	1B-md-business-interruption-AU-p1	https://www.linkedin.com/search/results/people/?keywords=%22Managing+Director%22+%22business+interruption%22&geoUrn=%5B%22101452733%22%5D&start=10&origin=GLOBAL_SEARCH_HEADER	24	new_slugs=12 kept=0
2026-04-17T13:24:31.356878+00:00	S1	1B-md-business-interruption-AU-p2	https://www.linkedin.com/search/results/people/?keywords=%22Managing+Director%22+%22business+interruption%22&geoUrn=%5B%22101452733%22%5D&start=20&origin=GLOBAL_SEARCH_HEADER	24	new_slugs=12 kept=0
2026-04-17T13:24:34.994385+00:00	S1	1B-md-business-interruption-AU-p3	https://www.linkedin.com/search/results/people/?keywords=%22Managing+Director%22+%22business+interruption%22&geoUrn=%5B%22101452733%22%5D&start=30&origin=GLOBAL_SEARCH_HEADER	24	new_slugs=12 kept=0
2026-04-17T13:24:40.223855+00:00	S1	1B-md-business-interruption-AU-p4	https://www.linkedin.com/search/results/people/?keywords=%22Managing+Director%22+%22business+interruption%22&geoUrn=%5B%22101452733%22%5D&start=40&origin=GLOBAL_SEARCH_HEADER	24	new_slugs=12 kept=0
2026-04-17T13:24:43.999600+00:00	S1	1B-md-business-interruption-AU-p5	https://www.linkedin.com/search/results/people/?keywords=%22Managing+Director%22+%22business+interruption%22&geoUrn=%5B%22101452733%22%5D&start=50&origin=GLOBAL_SEARCH_HEADER	24	new_slugs=12 kept=0
2026-04-17T13:24:47.839133+00:00	S1	1B-md-business-interruption-NZ-p0	https://www.linkedin.com/search/results/people/?keywords=%22Managing+Director%22+%22business+interruption%22&geoUrn=%5B%22105490917%22%5D&start=0&origin=GLOBAL_SEARCH_HEADER	19	new_slugs=18 kept=11
2026-04-17T13:24:51.363575+00:00	S1	1B-md-business-interruption-NZ-p1	https://www.linkedin.com/search/results/people/?keywords=%22Managing+Director%22+%22business+interruption%22&geoUrn=%5B%22105490917%22%5D&start=10&origin=GLOBAL_SEARCH_HEADER	19	new_slugs=7 kept=0
2026-04-17T13:24:54.789368+00:00	S1	1B-md-business-interruption-NZ-p2	https://www.linkedin.com/search/results/people/?keywords=%22Managing+Director%22+%22business+interruption%22&geoUrn=%5B%22105490917%22%5D&start=20&origin=GLOBAL_SEARCH_HEADER	19	new_slugs=7 kept=0
2026-04-17T13:24:58.315514+00:00	S1	1B-md-business-interruption-NZ-p3	https://www.linkedin.com/search/results/people/?keywords=%22Managing+Director%22+%22business+interruption%22&geoUrn=%5B%22105490917%22%5D&start=30&origin=GLOBAL_SEARCH_HEADER	19	new_slugs=7 kept=0
2026-04-17T13:25:01.839189+00:00	S1	1B-md-business-interruption-NZ-p4	https://www.linkedin.com/search/results/people/?keywords=%22Managing+Director%22+%22business+interruption%22&geoUrn=%5B%22105490917%22%5D&start=40&origin=GLOBAL_SEARCH_HEADER	19	new_slugs=7 kept=0
2026-04-17T13:25:05.776322+00:00	S1	1B-md-business-interruption-NZ-p5	https://www.linkedin.com/search/results/people/?keywords=%22Managing+Director%22+%22business+interruption%22&geoUrn=%5B%22105490917%22%5D&start=50&origin=GLOBAL_SEARCH_HEADER	19	new_slugs=7 kept=0
2026-04-17T13:25:13.109042+00:00	S1	1B-founder-cyber-insurance-AU-p0	https://www.linkedin.com/search/results/people/?keywords=Founder+cyber+insurance&geoUrn=%5B%22101452733%22%5D&start=0&origin=GLOBAL_SEARCH_HEADER	23	new_slugs=21 kept=8
2026-04-17T13:25:16.833475+00:00	S1	1B-founder-cyber-insurance-AU-p1	https://www.linkedin.com/search/results/people/?keywords=Founder+cyber+insurance&geoUrn=%5B%22101452733%22%5D&start=10&origin=GLOBAL_SEARCH_HEADER	23	new_slugs=13 kept=0
2026-04-17T13:25:20.457778+00:00	S1	1B-founder-cyber-insurance-AU-p2	https://www.linkedin.com/search/results/people/?keywords=Founder+cyber+insurance&geoUrn=%5B%22101452733%22%5D&start=20&origin=GLOBAL_SEARCH_HEADER	23	new_slugs=13 kept=0
2026-04-17T13:25:24.174625+00:00	S1	1B-founder-cyber-insurance-AU-p3	https://www.linkedin.com/search/results/people/?keywords=Founder+cyber+insurance&geoUrn=%5B%22101452733%22%5D&start=30&origin=GLOBAL_SEARCH_HEADER	23	new_slugs=13 kept=0
2026-04-17T13:25:27.700225+00:00	S1	1B-founder-cyber-insurance-AU-p4	https://www.linkedin.com/search/results/people/?keywords=Founder+cyber+insurance&geoUrn=%5B%22101452733%22%5D&start=40&origin=GLOBAL_SEARCH_HEADER	23	new_slugs=13 kept=0
2026-04-17T13:25:32.148945+00:00	S1	1B-founder-cyber-insurance-AU-p5	https://www.linkedin.com/search/results/people/?keywords=Founder+cyber+insurance&geoUrn=%5B%22101452733%22%5D&start=50&origin=GLOBAL_SEARCH_HEADER	23	new_slugs=13 kept=0
2026-04-17T13:25:36.273451+00:00	S1	1B-founder-cyber-insurance-NZ-p0	https://www.linkedin.com/search/results/people/?keywords=Founder+cyber+insurance&geoUrn=%5B%22105490917%22%5D&start=0&origin=GLOBAL_SEARCH_HEADER	21	new_slugs=19 kept=10
2026-04-17T13:25:39.935515+00:00	S1	1B-founder-cyber-insurance-NZ-p1	https://www.linkedin.com/search/results/people/?keywords=Founder+cyber+insurance&geoUrn=%5B%22105490917%22%5D&start=10&origin=GLOBAL_SEARCH_HEADER	21	new_slugs=9 kept=0
2026-04-17T13:25:43.670794+00:00	S1	1B-founder-cyber-insurance-NZ-p2	https://www.linkedin.com/search/results/people/?keywords=Founder+cyber+insurance&geoUrn=%5B%22105490917%22%5D&start=20&origin=GLOBAL_SEARCH_HEADER	21	new_slugs=9 kept=0
2026-04-17T13:25:47.422632+00:00	S1	1B-founder-cyber-insurance-NZ-p3	https://www.linkedin.com/search/results/people/?keywords=Founder+cyber+insurance&geoUrn=%5B%22105490917%22%5D&start=30&origin=GLOBAL_SEARCH_HEADER	21	new_slugs=9 kept=0
2026-04-17T13:25:52.149557+00:00	S1	1B-founder-cyber-insurance-NZ-p4	https://www.linkedin.com/search/results/people/?keywords=Founder+cyber+insurance&geoUrn=%5B%22105490917%22%5D&start=40&origin=GLOBAL_SEARCH_HEADER	21	new_slugs=9 kept=0
2026-04-17T13:25:56.400659+00:00	S1	1B-founder-cyber-insurance-NZ-p5	https://www.linkedin.com/search/results/people/?keywords=Founder+cyber+insurance&geoUrn=%5B%22105490917%22%5D&start=50&origin=GLOBAL_SEARCH_HEADER	21	new_slugs=9 kept=0
2026-04-17T13:26:05.205201+00:00	S1	1B-owner-policy-wording-AU-p0	https://www.linkedin.com/search/results/people/?keywords=Owner+%22policy+wording%22&geoUrn=%5B%22101452733%22%5D&start=0&origin=GLOBAL_SEARCH_HEADER	21	new_slugs=17 kept=7
2026-04-17T13:26:10.838597+00:00	S1	1B-owner-policy-wording-AU-p1	https://www.linkedin.com/search/results/people/?keywords=Owner+%22policy+wording%22&geoUrn=%5B%22101452733%22%5D&start=10&origin=GLOBAL_SEARCH_HEADER	21	new_slugs=10 kept=0
2026-04-17T13:26:15.614729+00:00	S1	1B-owner-policy-wording-AU-p2	https://www.linkedin.com/search/results/people/?keywords=Owner+%22policy+wording%22&geoUrn=%5B%22101452733%22%5D&start=20&origin=GLOBAL_SEARCH_HEADER	21	new_slugs=10 kept=0
2026-04-17T13:26:23.011640+00:00	S1	1B-owner-policy-wording-AU-p3	https://www.linkedin.com/search/results/people/?keywords=Owner+%22policy+wording%22&geoUrn=%5B%22101452733%22%5D&start=30&origin=GLOBAL_SEARCH_HEADER	21	new_slugs=10 kept=0
2026-04-17T13:26:28.039411+00:00	S1	1B-owner-policy-wording-AU-p4	https://www.linkedin.com/search/results/people/?keywords=Owner+%22policy+wording%22&geoUrn=%5B%22101452733%22%5D&start=40&origin=GLOBAL_SEARCH_HEADER	21	new_slugs=10 kept=0
2026-04-17T13:26:32.736935+00:00	S1	1B-owner-policy-wording-AU-p5	https://www.linkedin.com/search/results/people/?keywords=Owner+%22policy+wording%22&geoUrn=%5B%22101452733%22%5D&start=50&origin=GLOBAL_SEARCH_HEADER	21	new_slugs=10 kept=0
2026-04-17T13:26:38.070419+00:00	S1	1B-owner-policy-wording-NZ-p0	https://www.linkedin.com/search/results/people/?keywords=Owner+%22policy+wording%22&geoUrn=%5B%22105490917%22%5D&start=0&origin=GLOBAL_SEARCH_HEADER	15	new_slugs=15 kept=7
2026-04-17T13:26:42.247145+00:00	S1	1B-owner-policy-wording-NZ-p1	https://www.linkedin.com/search/results/people/?keywords=Owner+%22policy+wording%22&geoUrn=%5B%22105490917%22%5D&start=10&origin=GLOBAL_SEARCH_HEADER	15	new_slugs=8 kept=0
2026-04-17T13:26:46.484373+00:00	S1	1B-owner-policy-wording-NZ-p2	https://www.linkedin.com/search/results/people/?keywords=Owner+%22policy+wording%22&geoUrn=%5B%22105490917%22%5D&start=20&origin=GLOBAL_SEARCH_HEADER	15	new_slugs=8 kept=0
2026-04-17T13:26:54.705686+00:00	S1	1B-owner-policy-wording-NZ-p3	https://www.linkedin.com/search/results/people/?keywords=Owner+%22policy+wording%22&geoUrn=%5B%22105490917%22%5D&start=30&origin=GLOBAL_SEARCH_HEADER	15	new_slugs=8 kept=0
2026-04-17T13:26:59.936362+00:00	S1	1B-owner-policy-wording-NZ-p4	https://www.linkedin.com/search/results/people/?keywords=Owner+%22policy+wording%22&geoUrn=%5B%22105490917%22%5D&start=40&origin=GLOBAL_SEARCH_HEADER	15	new_slugs=8 kept=0
2026-04-17T13:27:03.661816+00:00	S1	1B-owner-policy-wording-NZ-p5	https://www.linkedin.com/search/results/people/?keywords=Owner+%22policy+wording%22&geoUrn=%5B%22105490917%22%5D&start=50&origin=GLOBAL_SEARCH_HEADER	15	new_slugs=8 kept=0
2026-04-18T00:00:00Z	S2-design	seed-design-probe	CFO manufacturing AU	19	action=seed-design-probe country=AU precision=target/18=0.83
2026-04-18T00:00:00Z	S2-design	seed-design-probe	CEO logistics AU	26	action=seed-design-probe country=AU precision=target/25=0.04
2026-04-18T00:00:00Z	S2-design	seed-design-probe	CEO logistics NZ	20	action=seed-design-probe country=NZ precision=target/19=0.10
2026-04-18T00:00:00Z	S2-design	seed-design-probe	CFO supply chain AU	16	action=seed-design-probe country=AU precision=target/15=0.40
2026-04-18T00:00:00Z	S2-design	seed-design-probe	CEO tourism AU	24	action=seed-design-probe country=AU precision=target/23=0.62
2026-04-18T00:00:00Z	S2-design	seed-design-probe	CEO tourism NZ	18	action=seed-design-probe country=NZ precision=target/17=0.53
2026-04-18T00:00:00Z	S2-design	seed-design-probe	CEO hospitality AU	26	action=seed-design-probe country=AU precision=target/25=0.68
2026-04-18T00:00:00Z	S2-design	seed-design-probe	CEO sports AU	25	action=seed-design-probe country=AU precision=target/24=0.54
2026-04-18T00:00:00Z	S2-design	seed-design-probe	CEO sports club AU	22	action=seed-design-probe country=AU precision=target/21=0.80
2026-04-18T00:00:00Z	S2-design	seed-design-probe	CEO retail AU	24	action=seed-design-probe country=AU precision=target/23=0.12
2026-04-18T00:00:00Z	S2-design	seed-design-probe	CFO wholesale AU	20	action=seed-design-probe country=AU precision=target/19=0.35
2026-04-18T00:00:00Z	S2-design	seed-design-probe	Owner manufacturer AU	20	action=seed-design-probe country=AU precision=target/19=0.70
2026-04-18T00:00:00Z	S2-design	seed-design-probe	Managing Director logistics AU	23	action=seed-design-probe country=AU precision=target/22=0.86
2026-04-18T00:00:00Z	S2-design	seed-design-probe	Founder distribution AU	18	action=seed-design-probe country=AU precision=target/17=0.12
2026-04-18T00:00:00Z	S2-design	seed-design-probe	Managing Director manufacturing AU	23	action=seed-design-probe country=AU precision=target/22=0.82
2026-04-18T00:00:00Z	S2-design	seed-design-probe	CEO freight AU	26	action=seed-design-probe country=AU precision=target/25=0.76
2026-04-18T00:00:00Z	S2-design	seed-design-probe	CEO tour operator AU	23	action=seed-design-probe country=AU precision=target/22=0.50
2026-04-17T23:40:26.936158+00:00	S4	1A-weiwu-p0	https://www.linkedin.com/search/results/people/?network=%5B%22F%22%5D&geoUrn=%5B%22101452733%22%5D&start=0&origin=FACETED_SEARCH	10	new_slugs=10 kept=2 (all pages repeat, Weiwu has 10 AU 1st-degree connections)
2026-04-17T23:40:26.936158+00:00	S4	1A-weiwu-p10	https://www.linkedin.com/search/results/people/?network=%5B%22F%22%5D&geoUrn=%5B%22101452733%22%5D&start=10&origin=FACETED_SEARCH	0	new_slugs=0 (pagination loop: same 10 results)
2026-04-17T23:40:26.936158+00:00	S4	1A-weiwu-p20	https://www.linkedin.com/search/results/people/?network=%5B%22F%22%5D&geoUrn=%5B%22101452733%22%5D&start=20&origin=FACETED_SEARCH	0	new_slugs=0 (pagination loop: same 10 results)
2026-04-17T23:40:26.936158+00:00	S4	1A-weiwu-p30	https://www.linkedin.com/search/results/people/?network=%5B%22F%22%5D&geoUrn=%5B%22101452733%22%5D&start=30&origin=FACETED_SEARCH	0	new_slugs=0 (pagination loop: same 10 results)
